scope,instance,metric,method1,method2,pairing_key,n_pairs,method1_mean,method2_mean,wilcoxon_statistic,p_value_raw,zero_method,alternative,preferred_direction,rank_biserial_method1_preferred,method1_wins,ties,method1_losses,method1_win_proportion,tie_proportion,method1_loss_proportion,raw_mean_difference_method1_minus_method2,holm_family,independence_note,p_value_holm
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,hypervolume,random_restart_bs,bs_only_direct,seed,30,1.3310000000000008,0.08211876978742659,0.0,4.320463057827488e-08,wilcox,two-sided,higher,1.0,30,0,0,1.0,0.0,0.0,1.248881230212574,"three Phase-11 method pairs within metric=hypervolume, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,1.2961389173482465e-07
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,igd_plus,proposed_nsga2_bs,bs_only_direct,seed,30,0.17976258267557801,1.0842767890399247,0.0,5.876341175424552e-07,wilcox,two-sided,lower,1.0,30,0,0,1.0,0.0,0.0,-0.9045142063643467,"three Phase-11 method pairs within metric=igd_plus, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,1.1752682350849105e-06
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,igd_plus,proposed_nsga2_bs,random_restart_bs,seed,30,0.17976258267557801,0.0,0.0,0.005749708623335459,wilcox,two-sided,lower,-1.0,0,21,9,0.0,0.7,0.3,0.17976258267557801,"three Phase-11 method pairs within metric=igd_plus, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,0.005749708623335459
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,igd_plus,random_restart_bs,bs_only_direct,seed,30,0.0,1.0842767890399247,0.0,4.320463057827488e-08,wilcox,two-sided,lower,1.0,30,0,0,1.0,0.0,0.0,-1.0842767890399247,"three Phase-11 method pairs within metric=igd_plus, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,1.2961389173482465e-07
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,osd,proposed_nsga2_bs,bs_only_direct,seed,30,0.16360048776087086,0.0,0.0,0.007420961287866498,wilcox,two-sided,descriptive_no_preferred_direction,,9,21,0,0.3,0.7,0.0,0.16360048776087086,"three Phase-11 method pairs within metric=osd, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,0.022262883863599495
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,osd,proposed_nsga2_bs,random_restart_bs,seed,30,0.16360048776087086,0.0,0.0,0.007420961287866498,wilcox,two-sided,descriptive_no_preferred_direction,,9,21,0,0.3,0.7,0.0,0.16360048776087086,"three Phase-11 method pairs within metric=osd, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,0.022262883863599495
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,osd,random_restart_bs,bs_only_direct,seed,30,0.0,0.0,0.0,1.0,wilcox,two-sided,descriptive_no_preferred_direction,,0,30,0,0.0,1.0,0.0,0.0,"three Phase-11 method pairs within metric=osd, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,1.0
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,unique_layout_signature_count_rank_0_3,proposed_nsga2_bs,bs_only_direct,seed,30,21.833333333333332,10.0,0.0,1.6301693318195932e-06,wilcox,two-sided,higher,1.0,30,0,0,1.0,0.0,0.0,11.833333333333334,"three Phase-11 method pairs within metric=unique_layout_signature_count_rank_0_3, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,4.596636271452474e-06
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,unique_layout_signature_count_rank_0_3,proposed_nsga2_bs,random_restart_bs,seed,30,21.833333333333332,23.8,64.5,0.002634662551168037,wilcox,two-sided,higher,-0.6587301587301587,4,3,23,0.13333333333333333,0.1,0.7666666666666667,-1.9666666666666666,"three Phase-11 method pairs within metric=unique_layout_signature_count_rank_0_3, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,0.002634662551168037
per_instance_primary,Gyorgy-KOVACS_WH_Narrow_AW_4,unique_layout_signature_count_rank_0_3,random_restart_bs,bs_only_direct,seed,30,23.8,10.0,0.0,1.532212090484158e-06,wilcox,two-sided,higher,1.0,30,0,0,1.0,0.0,0.0,13.8,"three Phase-11 method pairs within metric=unique_layout_signature_count_rank_0_3, instance=Gyorgy-KOVACS_WH_Narrow_AW_4",30 matched seeds within one warehouse instance,4.596636271452474e-06
