phase,method_or_variant,method_label,instance,instance_label,seed,index,hypervolume,carried_forward
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,1,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,2,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,3,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,4,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,5,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,6,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,7,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,8,1.0746682334508424,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,9,1.0915581668625152,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,10,1.0915581668625152,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,11,1.0915581668625152,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,12,1.0915581668625152,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,13,1.0915581668625152,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,106,14,1.0915581668625152,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,107,0,0.8288478260869567,False
phase11,proposed_nsga2_bs,Prop. (Reference),AT_S_comercial_layout_AW_3,Atefeh,107,1,0.8505211515863692,False
